ID,Corpus,Label,Created_at
110,"Pada Jumat, 21 Desember 2012, Detikcom menurunkan berita cukup menghebohkan, ""Awan Berbentuk Ular Naga Menggantung di Langit Ciawi"". Diilustrasikan, gumpalan awan membentuk ular naga, lengkap dari badan hingga kepala, seolah hendak menerkam mangsa. Peristiwa itu terjadi di arah tol Jagorawi menuju Puncak, Jumat (21/12/2012) sekitar pukul 17.15 WIB. Gumpalan awan aneh itu muncul secara tiba-tiba usai hujan deras.",1,2018-02-02 05:20:24.093110+00:00
111,"Kalau anak demam, JANGAN tampal Cool Fever di dahi… Alasan : Sebenarnya belakang dahi adalah otak dan jika suhu badan panas, Cool Fever akan menarik panas tersebut berkumpul di situ sebelum ianya reda. Sekiranya ia dilakukan dengan kerap, ia boleh menyebabkan kerosakan otak yang dikenali sebagai CEREBRAL PALSY. Sebaliknya, tampalkan Cool Fever tersebut di belakang tengkuk yang mana ia akan bertindak sebagai termostat untuk meredakan suhu panas. Wallahualam",0,2018-02-02 05:20:32.041594+00:00
112,"Maidany.com – Peristiwa penyerangan Israel terhadap Palestina memang sangat membuat hati ingin menjerit, ada banyak korban yang jatuh bahwa anak-anak yang tak berdosa pun ikut menjadi korban penyerangan tersebut. Namun, saat-saat berduka seperti ini terdengan isu-isu bahwa Israel juga akan menyerang Indonesia yang dikarenakan Israel marah karena situs-situs mereka dibombardir oleh para peretas yang mayoritas dari Indonesia. Karena masalah tersebut orang-orang Israel mengatakan  agar orang-orang Indonesia  tidak mencampuri urusannya, dan para hacker Tanah Air tidak menyerang website-wwbsite di negara mereka. Jika tidak negara Israel akan menyerang Indonesia sama dengan saat mereka menyerang Palestina. hal tersebut disampaikan dari Presiden Israel yaitu Reuven Rivlin saat ditemui di Yerusalem 7/25/2017. “Israel bisa saja menghentikan aksinya jika Negara indonesia tidak ikut campur masalah negara Israel kecuali itu perintah atau gabungnya Indonesia dengan PPb,kalu hanya Relawan maupun sekelompok orang yang kami anggap ilegal kami tidak akan segan segan membuat nasib sama dengan Palestina” ujar Reuven Rivlin.",0,2018-02-02 05:20:40.100594+00:00
113,"Pendaftaran GRATIS !!! Open Recruitment Grab, daftar baru Maupun double job !!! JALUR PRIORITAS & GRATIS !!! Tolong dibaca secara DETAIL dan kalau perlu di SCREENSHOT agar tidak menanyakan yang sudah dijelaskan ! Terimakasih. Posisi : Driver Grab Bike, Driver Grab Car, Area : Se-indonesia ( yang terjangkau grab) keunggulan daftar melalui jalur khusus :  Daftar Grab Bike Disini Diprioritaskan lebih cepat dapet sms undangan aktivasi Daripada Daftar via web  1x24 jam Proses aktivasi akun lebih cepat  Grab Car langsung aktif setelah beberapa jam lulus training online ( tidak perlu datang ke kantor ) SEGERA HUB VIA WA 0896 3930 7632 Data yang diperlukan ( Grab bike & Grab car )",1,2018-02-02 05:20:49.868891+00:00
114,"Perhatian… Perlu diketahui, baru menerima pesan..! Bahwa Video gempa di Bangkok 8.5, linknya jangan dibuka, segera hapus,ini adalah virus pemerasan, terutama di ponsel Alipay,  beritanya juga jgn disiarkan, tolong diteruskan ke masing-masing group atau teman dan family... jangan terkecoh! Terima kasih",0,2018-02-02 05:20:58.455609+00:00
115,"Jakarta - Raja Keraton Ngayogyakarta yang juga Gubernur D.I. Yogyakarta, Sri Sultan Hamengkubuwono mengingatkan kepada seluruh umat islam terutamanya yang ada di Jakarta tentang fakta sejarah yang tidak bisa diabaikan begitu saja. Sesungguhnya, Umat Islam adalah umat paling penuh cinta kepada alam semesta ini sebab mereka mencita-citakan seluruh bumi tunduk dan patuh hanya kepada Allah SWT. Mereka rela berdampingan dengan siapapun, bertetangga dengan menunjukkan akhlak mulianya. Dan sejarah di Yokjakarta ini, mohon maaf, bukan SARA tapi kita ingin satu fakta sejarah. Tahu kenapa saudara-saudara Tionghoa tak punya hak girik di wilayah Yokjakarta? Mereka hanya punya hak milik bangunan semata-mata. Mohon maaf, ini soal sejarah dilihat dan diakui. Pada agresi militer kedua Belanda, Desember 1948. Komunitas Tionghoa di Yagjakarta member sokongan kepada agresor Belanda itu. Maka pada tahun 1950, ketika tegak kembali NKRI kita dari Jogjakarta ini, mereka sudah bersiap-siap eksodus. Tapi oleh Sultan Hamengkubuwono IX, mereka ditenangkan dan Sultan mengatakan, ‘anda meskipun berkhianat kesekian kalinya terhadap negeri ini, tetap kami akui sebagai tetangga dan tidak perlu pergi dan tinggalah disini. Tapi mohon maaf, saya cabut satu hak anda untuk memiliki tanah. Karena keserakahan sepanjang sejarah’. (icl)",1,2018-02-02 05:21:06.475364+00:00
116,Kepada teman2.hindari.jalan raya bogor arah.cililitan..bentrokan mulai melebar ke arah ..uki cawang dan kramat jati… Info yang melintasi jln cililitan hati hati “ ada perang antara FBR sama Ambon. ,0,2018-02-02 05:21:17.414488+00:00
117,"Mohon perhatian utk stakeholder terkait, teriinformasi bhw tlh beredar permen Susu mengandung pcc Dan sudah beredar di ambarawa sasarannya adl. sekolah2 Dan di jual Rp. 2.000 dapet 1 renteng. Mhn di share di group2 yg ada. utk kewaspadaan dan proteksi thd anak2 generasi. bg. Sekolah2,",0,2018-02-02 05:21:27.578616+00:00
118,"Ass.. Wr.. wb? Baru dpt info, ma'af klo tlat ngbarin nya. IRAN pkl 17.45 adzan magrib mndapt GEMPA dan GERHANA, dan ssuatu bunyi ganjil lg sprti ngauman RAKSASA yg ke 2 kli nya dari bwh dsr lautan samudra pasifik,,, menurut para ULAMA, itu suara dajjal yg brusha naik ke dunia.!! oleh sbb itu kita snntiasa tdk brhnti adzan dan shalat. tdk di krm,, ""Musibah brupa di benci orng, dan akn sial smpai umr 48 thn. dan KEMALUANNYA mmbsuk!! Apa susah nya kta ngabarinjg1-1023 kontak saya,,, maaf saya jg d krimin org Yg Islam tolong baca sebentar aja Kita dzikir sebentar ingat اَللّهُ ... ""Subhanallah, Walhamdulillah WalailaHa ilallah Allahu-Akbar wa la haula wala quwata illa billahil aliyil adzim” Sebarkan!, kamu akan membuat beribu-ribu manusia berzikir kepada Allah SWT آمِّيْنَ آمِّيْنَ آمِّيْنَ يَا رَبَّ الْعَالَمِينَ maaf... Jangan putus di kamu. Gak sampai 1 menit kok اَللّهُ maha besar!!",1,2018-02-02 05:21:39.298411+00:00
119,"SUBHANALLAH UPIN DAN IPIN.Tahukah anda Sebenarnya filem kartun upin&ipin merupakan rancangan Yahudi untuk menghancurkan Islam, Setelah kartun kartun doraemon,pokemon,digimon dll gagal menghancurkan anak2 Muslim. Perlu kalian ketahui jangan mengucapkan upin atau uffin , karena upin dalam bahasa amerika artinya : Aku Benci Rasul (Maaf Ya Allah). Dan ucapkan Ariffin jangan ipin , karena ipin sendiri artinya . Ya Aku Suka Israel (Maaf Ya Allah). Dan huruf U di baju upin , maknanya USA . Sedangkan I pada baju ipin maknanya Israel . Ulama telah membuktikan . Sebarkan ke teman-teman lain . Atau group . Demi keselamatan agama .Rasulullah SAW dan umatnya.. Aku juga Islam Yang agamanya Islam,tolong sebarluaskan . Ka'bah akn rata dgn tanah . sangkkala akan ditiup 2 kali . Nabi MUHAMMAD SAW telah bersabda : "" brng siapa yg mengingatkan ini kpd orang lain, akan Ku buatkan tempat d surga bagi'nya pada hari penghakiman kelakElang Mulya Utama:Info dari pondok bahwa :Buat semua yang punya fb tolong blokir fb yang namanya ""JASMINE ALWAYS-HAPPY III (dajjal)"". Wanita iblis yang terkutuk telah menghina NABI MUHAMMAD S.A.W dan mengatakan Nabi Muhammad adalah Nabi anjing! Bagi yg punya gratisan tolong sebarkan teks ini, kalau perlu semua kontak. Apabila 3 hri ga dikirim, kamu akan sial sampe umur 28 tahun. ""SUMPAH DEMI KITAB SUCI AL QUR'AN"" aku akan kirim ini kesemua kontakku",1,2018-02-02 05:21:48.940012+00:00
120,"Gak baca d'rasukin !D! SMP MUHAMMASIYAH  tpatnya d'BELAKANG PERPUS ad pRempuan meninggal bunih diri gara'' hmil d'luar nikah...Dan sekarang dia suka gentayangan untk mnta tlong agar mrawat bayinya...Hati"" jka smpai Bc ini brhenti d'hp kmu anak itu akan pndah k'rahin kmu. Mk seberkan jka tdk kmu akan hmil tba"" ini nyata seberkan sebelum trlmbt . Nama anak itu "" putri siti tatifah amelia "" Jka tdk d'krim kmu akan hmil secara tba"" ! Sorry cma nersin !!!! Don't send back           Lanjut ! Atau sekalian bgi anak"" yg d'bawah umur jgn mengabaikan psan ini . Tntang byi yg mti sadis . Waktu itu ada ibu"" yg hamil sdh ganjil usia kndungan 9 bulan dy msk rmh skit . Akhirnya byi itu trsebut lhir dgn keadaan cacat dy tdk mempunnyai tangan . Ttpi saat itu kotanya d'landa gmpa bumi yg sangat kuat byi itu tdk trselamatkan dri rerun than rmh skt itu . Dia pnasaran siapa ibunya , setelah itu byi itu d'kbur . Dan pda setiap jam 23.35 , byi itu brjalan mnembus tmbok kmar anda dn membunuh ibu anda . Krim k'semua kntak anda jka tdk , tangan dn ibu anda mnjadi krban . Jka anda mengirimnya anda selamat . Buktinya : 1) Sari 11 thn dy mengabaikan psan ini dn pda jam 23.35 ibu dn tangannya d'potong . 2) Doni 28 thn dy tdk mempercayai psan ini dn kejadian yg sama dy dpt tangan dn ibunya 70 thn mnjadi krban . 3) Ica 16 thn dy prcaya dn mengirimkan psan ini k'semua kntak . Pda jam 23.35 dy mlihat byi yg menggendong btu prmata dn d'brikan kpda Ica . Ini ksah nyata yg ada d'majalah dn koran 2014 . JANGAN KIRIM BALIK !! Sorry BC gue jga tkt . Jdi gue krim aja k'semua kontak gue .",1,2018-02-02 05:22:12.949679+00:00
121,"Sorry ya Bm takut beneran, hehe. Nama saya Ani, saya adalah seorang nenek berumur 75 Tahun. Kemarin saya ditabrak mobil sampai semua badan hancur dan terpisah-pisah. Cepat kalian Broadcast pesan ini. Kalau tidak nanti jam 09.30 malam saya akan mengetuk pintu kamar kalian. Setelah itu kalian akan bermimpi buruk SELAMANYAA!!janganlah kalian tidak percaya, pesan ini telah terbukti. Bukti pertama, Jason: umur 9 Th, dia baru dibelikan Blackberry, jadi dia tidak tahu cara mem-broadcast. Sehingga ketika malam dia bermimpi buruk sampai pagi. Ketika terbangun matanya telah buta dan keluar bola matanya. Ibunya terkejut melihatnya, dan ibunya melihat sesosok nenek-nenek tersenyum disebelah tempat tidur Jasson. Bukti kedua: Jennifer, anak SMA berumur 17 Tahun. Dia tidak mempercayai pesan nenek Ani dan mengirim hanya ke lima kontak, saat malam 09.30 terdengar ketukan di pintu kamarnya dan tiba-tiba masuk sesosok nenek-nenek tersenyum membawa pisau berkarat dengan cepat menusuk mata kiri jennifer sampai keluar. Setelah itu mata Jennifer buta sebelah dan hidungnya berdarah setiap jam 09.30 malam. Bukti ketiga: Mario, Umur 30 Tahun, baru menikah. Dia mempercayai pesan nenek ani. Dia mengirimkan keseluruh kontaknya. Ketika jam 09.30 malam dia dapat tertidur nyenyak dan bermimpi indah sampai pagi. Saat dia terbangun, dia sempat melihat sesosok nenek-nenek tersenyum disamping tempat tidurnya sambil membawa emas 1 Kg dan perlahan berbisik “terimakasih cucuku”, seketika nenek-nenek itu menghilang seperti cahaya. kirim keseluruh kontak kalian, jangan abaikan pesan nenek Ani ini, kalau tidak Nenek Ani akan datang mencongkel mata kalian jam 09.30 malam sambil tersenyum menembus pintu kamar kalian. Sorry BC, saya juga takut, ini sudah terbukti. Lihat koran Tahun 2009 bulan Oktober tanggal 10, ada cerita Jasson dan Jennifer, saya baru cek tadi, terbukti di Bogor. Sorry BC. *ga percaya sih, tapi Beneran*",0,2018-02-02 05:22:20.509893+00:00
122,"200136658003199 kode untuk blackBerry kirim kode ini agar blackberry mesenger (BBM) anda terganti dgn versi baru,karena BBM untuk android segera dirilis. Broadcoast lah agar aplikasi BBM anda di Perbarui,dan jika tidak di broadcast anda Akan susah mengirim pesan ke teman2 Anda atau yang biasa disebut Pending",0,2018-02-02 05:22:29.465862+00:00
123,"Friends, kalian percaya tdk Subuh bsk akan ada malaikat di samping mu, dia akan membangunkanmu... Kirim ke 20 tmnmu, dlm 5 hari, org yg kamu suka akan  mendekati mu, c0w0k maupun cewek, tp kal0 kmu gk ngirim!! Ortumu akan mendpt musibah 50 hari lagi , & ingat, jika km hps bbm ini, ktika kmu dibangunkan olh malaikat,km ga akn liat apa2 lg.... (meninggal) sorry aku krm bbm ini demi syg aku ke ortu..#sbc biasa dpt dri org #cumaikut""an",0,2018-02-02 05:22:37.492057+00:00
124,"Mulai Hari Senin besok WhatSapp akan dikenakan bayaran (biaya) karena sekarang whatsapp sdh diakuisisi oleh Facebook. Jadi kalau anda punya kontak sekurangnya 10 org, maka kirimilah mereka pesan ini. Dengan begitu kita akan melihat bahwa anda adalah pengguna yang sangat  membutuhkan whatsapp ini, dan kemudian logo anda akan menjadi biru (🔵) dan akan tetap gratis. (Seperti berita yang dimuat dalam  koran hari ini). Whatsapp akan dikenakan biaya sebesar 0.01€ per pesan (message). Kirimlah pesan ini ke 10 org. Apabila anda mengirim pesan tsb maka warna logo anda akan menjadi biru, kalau tdk setiap penggunaan whatsapp akan dikenakan biaya. Akuisisi Facebook Terhada WhatsApp Rampung | bisnis | tempo.co – http://m.tempo.co/read/news/2014/10/07/090612453/akuisisi-facebook-terhadap-whatsapp-rampung",0,2018-02-02 05:22:48.830162+00:00
125,"Mulai besok dan seterusnya ada peraturan komunikasi baru. Semua panggilan dicatat. Semua rekaman panggilan telepon tersimpan WhatsApp dipantau Twitter dipantau Facebook dipantau Semua media sosial dan forum dimonitor Informasikan kepada mereka yang tidak tahu. Perangkat Anda terhubung ke sistem pelayanan. Berhati-hatilah untuk tidak mengirimkan pesan yang tidak perlu Beritahu anak-anak Anda, Kerabat dan teman tentang ini untuk diurus * Jangan teruskan tulisan atau video dll, Anda akan menerima mengenai situasi politik / sekarang tentang Pemerintahan / PM, dll. * Polisi telah mengeluarkan pemberitahuan yang disebut .. Kejahatan Cargo ... dan tindakan akan dilakukan ... hapus saja … Menginformasikan teman anda dan orang lain juga. Menulis atau meneruskan pesan apapun pada setiap perdebatan politik dan agama sekarang merupakan pelanggaran ... penangkapan tanpa surat perintah … Ini sangat serius, plz biarkan diketahui semua kelompok dan anggota individu kami sebagai grup admin bisa dalam masalah besar. Berhati-hatilah untuk tidak mengirimkan pesan yang tidak perlu. Beritahu semua orang tentang ini untuk berhati-hati. Tolong bagikan; Itu sangat benar Grup admin mohon berhati-hati.... ",0,2018-02-02 05:23:00.060544+00:00
126,"Kami dari pihak Blackberry Offical ingin memberitahukan agar pengguna aktif bbm memaklumi kami jika bbm akan terblokir. Kami tidak bermaksud menggangu kenyamannan anda , kami hanya ingin bbm aktif selalu. Kami hanya meminta tolong untuk Broadcast pesan ini ke semua yg ada di contact anda , sebab jika tidak di kirim kpd semua teman di contact anda, anda akan mendpt kerugian , teman2 anda yg ada di contact anda akan terhapus dgn sendirinyaa. Dan bbm anda akan keblokir . Terimakasih atas perhatiannya.. Kami hanya minta waktunya sebentar untuk memBroadcast pesan ini ke semua org di contact anda ..  ​Harap di kirimkan ke semua teman BBM anda, karena server di KANADA mau di tutup karena lemot … Kalau tidak BBM anda akan otomatis terhapus.. Alias refresh... Ini pesan rebutan.. Siapa lambat BBM anda akan terhapus… (RIM blackberry jakarta) Berita selengkapnya baca di ""detik.com""",0,2018-02-02 05:23:09.326268+00:00
127,"Blackberry menginformasikan semua pengguna kami, bahwa server kami baru saja benar-benar penuh, jadi kami meminta bantuan anda untuk memperbaiki masalah ini. Kita perlu pengguna aktif kami untuk mengirim ulang pesan ini ke semua orang di daftar kontak anda untuk mengkonfirmasi pengguna aktif kami yang menggunakan Blackberry Messanger, jika anda tidak mengirim pesan ini ke semua kontak Blacberry messanger anda maka account anda akan ditetapkan tidak aktif dengan konsekuensidari kehilangan semua kontak anda. Simbol akan mengupdate otomatis dalam BB anda, ketika anda menyiarkan pesan ini. Blackberry anda akan diperbarui dalam waktu 24 jam itu akan memiliki lay out dan warna terbaru untuk chatting. Dear pengguna Blackberry, Kita akan melakukan update untuk BBM dari 11:00 sampai 05:00. Jika anda tidak mengirimkan ini ke semua kontak anda, anda tidak akan diizinkan untuk chatting dengan kontak anda. Pic lama anda tidak akan berubah, silahkan kirim pesan ini ke semua kontak. Bkan Broadcast sembarangan, ini serius, bisa di cek!!",1,2018-02-02 05:23:18.405591+00:00
128,"Bus Nugroho Rem blong dari arah Jl. Wahidin (tanah putih) meluncur kencang menabrak puluhan motor dan 3 mobil avanza, @ Jazz dan 1 sedan accord Just now…perkiraan ada 10 orang tewas termasuk anak sekolah tergeletak di jalan penuh darah, Tolong bantu Broadcast, agar keluarga bisa cepat diberitahu.",1,2018-02-02 05:23:27.344213+00:00
129,"Tahun ini di Bulan Juli ada 5x senin, 5x selasa dan 5x minggu, hanya terjadi 1 kali setiap 823 tahun. Dinamakan Kantong Duit. Bagi anda yang membagikan pesan ini, maka dalam 4 hari uang akan mencari anda. Pesan yang aslinya berasal dari suku Maya ini adalah pesan ajaib. Dalam 99 jam ke depan, bagikan pesan ini ke minimal 10 teman, termasuk saya. Pada tanggal 7 Juli anda akan berjodoh selamanya bersama dengan orang terpenting di hati anda. Dalam 10 orang akan ada 5 yang kirim balik. Harapan-harapan Anda akan terkabul tgl 6 Agustus. Mohon jangan sampai tidak disebarkan, sorry BC…ga ada salahnya dicoba",1,2018-02-02 05:23:37.878097+00:00
130,"Jakarta - Gempa bumi berkekuatan 5,4 SR mengguncang Kabupaten Jayapura, Papua Barat. Gempa tidak berpotensi tsunami. Berdasarkan informasi dari BMKG, gempa terjadi pada pukul 21.51 WIB, Sabtu (23/12/2017). Pusat gempa berada 43 km barat laut Kabupaten Jayapura. Titik gempa di koordinat 2,81 LS dan 139, 51 BT dengan kedalaman 73 kilometer. Belum ada informasi mengenai ada-tidaknya korban akibat gempa. Hingga kini juga belum ada laporan soal dampak gempa tersebut. ",1,2018-02-02 05:23:46.871766+00:00
131,"Jakarta - Wakil Gubernur DKI Jakarta Sandiaga Uno mengaku kaget dengan rencana pencalonan kakaknya Indra Uno sebagai bakal calon bupati dalam pemilihan bupati (Pilbup) Kuningan 2018. Sandiaga secara pribadi mengaku tidak menyarankan kakaknya maju. ""Jadi kemarin saya juga kaget. Tapi saya dapat briefing memang banyak tokoh-tokoh daerah meminta Beliau. Saya pribadi menyarankan nggak,"" kata Sandiaga kepada detikcom di Kantor Wali Kota Jakarta Selatan, Kebayoran Baru, Jakarta Selatan, Sabtu (23/12/2017). Menurut Sandi, sudah terlalu banyak politikus di Indonesia. Dia menyayangkan bila Indra harus beralih dari akademisi dan pengusaha dan memilih terjun ke dunia politik. ""Di keluarga kita hanya berdua. Saya sudah di politik, Beliau di akademisi dan di dunia usaha. Kemarin beliau udah bisa membangun bersama saya OK OCE. Sayang kalau misalnya beliau akhirnya harus ikut di politik juga,"" ungkapnya. Bukan hanya Sandiaga, Indra Uno disebut juga belum mendapat restu dari Ibunda. ""Sampai sekarang hari ini belum ada restu dari ibu. Setahu saya,"" ujarnya. Sandi menuturkan, sejumlah tokoh masyarakat sudah secara langsung menyampaikan kepadanya terkait niat meminang Indra untuk mengabdi di Kuningan. Sebab, kata Sandiaga, istri Indra berasal dari Kuningan. ""Ada keinginan yang sangat, sangat besar dari masyarakat di Kuningan untuk meminta beliau mengabdi. Karena istrinya kan orang sana. Dia bilang karena istrinya Pak Sandi di DKI, istrinya Pak Indra kan orang Kuningan,"" tuturnya. Kendati tak menyarankan pencalonan tersebut, Sandi mengaku tak bisa menahan jika kakaknya ingin maju sebagai bakal calon bupati Kuningan. Dia hanya bisa mendoakan yang terbaik dari pencalonan tersebut. ""Saya sampaikan saya nggak bisa menahan seandainya dia maju ya tentunya saya doakan yang terbaik,"" ujar Sandi. Ia juga menegaskan, meski mendoakan pencalonan kakak satu-satunya itu, bukan berarti ia mendukung keputusan Indra untuk maju. Sebab, lanjut Sandi, ia ingin Indra tetap menjadi pengusaha. ""Saya nggak bisa bilang mendukung. Tapi saya doakan beliau,"" tuturnya.",0,2018-02-02 05:23:55.906050+00:00
132,"Jakarta - Polisi masih melakukan pencarian terhadap Adin (9), bocah yang hanyut terbawa arus di Kali Banceuy, Babakan Madang, Kabupaten Bogor. Adin hanyut ketika menyebrang di kali tersebut bersama teman-temannya. ""Sewaktu korban bersama 6 orang temannya sedang menyeberang kali itu, tiba-tiba ada air besar korban bersama temannya terbawa arus,"" kata Kapolsek Bogor Utara, Kompol Wawan Wahyudin kepada detikcom, Sabtu (23/12/2017). Wawan menjelaskan kejadian tersebut terjadi sekitar pukul 16.00 WIB di Bendungan Citaringgul, Kali Banceuy. Wawan menambahkan keenam korban lainnya ditemukan dalam kondisi selamat kecuali Adin. ""Namun teman yang lain bisa diselamatkan,"" kata dia. Upaya pencarian terhadap Adin pun terus dilakukan dengan berkoordinasi Tim BPBD Bogor dan Muspika BBKN Madang. Wawan mengatakan korban hingga saat ini belum ditemukan. ""Sampai saat ini korban belum ditemukan,"" ucapnya. ",1,2018-02-02 05:24:04.861336+00:00
133,"Jakarta - Sejumlah titik di ruas Tol Jakarta-Cikampek arah Cikampek mengalami kemacetan malam ini. Kemacetan dikarenakan lonjakan volume kendaraan. ""(Disebabkan) masih karena volume kendaraan,"" kata petugas PT Jasa Marga, Aldo ketika dihubungi detikcom, Sabtu (23/12/2017) sekitar pukul 21.35 WIB. Aldo menjelaskan titik-titik kemacetan tersebut terjadi di Tol Bekasi Barat KM 13 mengarah ke Cikampek. Panjang antrean kendaraan terjadi kurang lebih 1 km. ""Dari KM 13 ke KM 14,"" tambahnya. Kemudian kemacetan kembali terjadi menjelang Gerbang Tol Cikarang Utama (Cikarut) di KM 29. Kemacetan terjadi akibat volume kendaraan yang hendak membayar tol. ""Selepas Gerbang Tol Cikarut lancar dan padat kembali di KM 39 hingga KM 42,"" terangnya. Dia menambahkan untuk arah dari Cikampek ke Jakarta cenderung ramai lancar. Selain di Tol Jakarta-Cikampek, menurut Aldo kemacetan juga terjadi di Tol Dalam Kota dari Kuningan-Tebet menuju ke Cawang.",1,2018-02-02 05:24:15.459216+00:00
134,"Makassar - Organisasi Islam Wahdah Islamiyah menggelar Silaturahmi Kebangsaan bersama Ketua MPR Zulkifli Hasan. Acara digelar di Asrama Haji Makassar Sulawesi Selatan dan dihadiri ribuan perwakilan Wahdah Islamiyah dari seluruh Indonesia. Dalam sambutannya, Ketua Harian Wahdah Islamiyah Ustaz Zaitun Rasmin mengapresiasi kiprah Ketua MPR Zulkifli Hasan yang tidak berhenti menyambung silaturrahmi ke penjuru Nusantara. ""Pak Ketua MPR ini di Aksi Palestina hadir, di forum kita ini pun menyempatkan hadir. Yang paling penting beliau terjaga integritasnya dalam mengemban amanat umat,"" kata Ustaz Zaitun Rasmin seperti tertulis dalam keterangan yang diterima detikcom, Sabtu (23/12). Makna lain kehadiran Zulkifli Hasan di Forum Wahdah Islamiyah menurut Ustadz Zaitun Rasmin adalah bentuk keberpihakan pada umat. ""Sebagai tokoh umat Pak Zul bisa menempatkan diri sebagai pemersatu dan penjaga kebhinnekaan kita,"" lanjut Zaitun. Menanggapi hal tersebut, Zulkifli Hasan mengajak Wahdah Islamiyah dan Ormas Islam lainnya untuk memperkuat kesadaran nasionalisme dalam berbangsa. ""Nasionalisme itu peduli bangsanya, peduli daerahnya, peduli pada lingkungannya. Tidak tinggal diam ketika ada praktik korupsi, politik uang atau tenaga kerja ilegal masuk ke daerahnya,"" kata Zulhasan, panggilan akrabnya. Baginya perbaikan sistem demokrasi harus dilaksanakan terus menerus untuk memenuhi janji kemerdekaan yaitu keadilan sosial bagi seluruh rakyat Indonesia. ""Janji kemerdekaan itu senasib sepenanggungan. Ketika Jawa dan Luar Jawa sama sama sejahtera. Demokrasi kita seharusnya menghadirkan keadilan untuk semua, bukan segelintir golongan saja,"" tutup Zul. ",0,2018-02-02 05:24:34.103326+00:00
135,"Yogyakarta - Memasuki libur panjang Natal dan Tahun Baru, lonjakan penumpang kereta api mulai terlihat. Untuk mengantisipasi lonjakan penumpang, PT KAI Daop 6 Yogyakarta mengoperasikan 6 KA tambahan dan menyiapkan kereta kelas Priority. ""Jumlah penumpang keberangkatan dari Daop 6 ini naik signifikan. Untuk KA jarak jauh dan sedang, tahun lalu 16.499 penumpang, tahun ini mencapai 19.024 penumpang, naik sekitar 15%. Tambahan ini untuk KA jarah jauh kelas ekonomi, eksekutif dan bisnis,"" ujar Manajer Humas PT KAI Daop 6 Yogyakarta, Eko Budiyanto, di Yogyakarta, Sabtu (23/12/2017). Adapun 6 tambahan KA itu adalah KA Argo Lawu tambahan (Solobalapan-Gambir), KA Argo Dwipangga tambahan (Solobalapan-Gambir), KA Taksaka Pagi tambahan (Yogyakarta-Gambir), KA Taksaka Malam tambahan (Yogyakarta-Gambir), KA Lodaya tambahan (Solobalapan-Bandung) dan KA Sancaka tambahan (Yogyakarta-Surabaya Gubeng). KA tambahan akan dioperasikan mulai 22 Desember hingga 7 Januari 2018 dengan kapasitas 3.100 kursi. Jika ditambah kapasitan kereta reguler 9.900 kursi maka keseluruhan kereta mampu mengangkut 13 ribu penumpang tiap harinya. Selain KA tambahan, juga terdapat kereta api kelas priority yang siap mengangkut penumpang sebagai pilihan alternatif. Untuk tahap awal, dari tanggal 24-26 Desember 2017 adalah rangkaian KA Taksaka Pagi (KA 52) relasi Gambir-Yogya dan KA Taksaka Malam (KA 53) relasi Yogya-Gambir masing-masing akan ditambah 1 kereta kelas Priority. Kemudian dari tanggal 27-31 Desember 2017 adalah rangkaian KA Argo Dwipangga (KA 10, KA 9) relasi Gambir-Solo PP akan ditambah 1 kereta kelas Priority. Sedangkan dari tanggal 2-6 Januari 2018 ada tambahan 1 kereta kelas priority akan ditambahkan pada rangkaian KA Argo LAwu (KA 7, KA 8) relasi Gambir-Solo PP. ""KA Priroity kapasitas angkutnya separo dari KA Eskekutif, Kalau eksekutif 50 tempat duduk, Priority hanya 25-28 tempat duduk. Tarifnya untuk masa Nataru ini Rp 900 ribu. Fasilitasnya memadai, makan prasmanan, minuman bisa pilih ada kopi, teh atau jus,"" kata Eko Budiyanto. ",1,2018-02-02 05:24:43.040400+00:00
136,"Jakarta - Rumah kontrakan di Jalan Galindra, Kebon Kosong, Kemayoran, Jakarta Pusat, terbakar. Kebakaran disebabkan adanya korsleting listrik pada kipas angin. ""Ada korsleting listrik pada kipas angin,"" kata petugas Sudin Penanggulangan Kebakaran dan Penyelamatan (PKP) Jakarta Pusat, Permadi saat dihubungi detikcom, Sabtu (23/12/2017) pukul 21.00 WIB. Permadi mengatakan api sudah dapat dipadamkan oleh warga sekitar. Namun sebanyak 5 unit mobil pemadam kebakaran tetap dikerahkan ke lokasi untuk melakukan pendinginan. ""5 unit (ke lokasi). Tim kita ngecek dan melakukan pendinginan,"" ucapnya. Permadi belum bisa memastikan berapa rumah yang terdampak akibat kebakaran. Menurutnya tidak ada korban jiwa dalam kejadian tersebut. ""Korban nihil,"" tuturnya. ",0,2018-02-02 05:24:51.040093+00:00
